,genres,id,release_date,title,vote_average
5055,Action,32030,1980-09-26,Hopscotch,6
13255,Action,13813,2008-12-31,Defiance,6
30716,Comedy,296178,2014-10-04,Posthumous,6
26211,Drama,121369,1959-12-01,Summer of the Seventeenth Doll,6
8749,Action,38099,1976-07-15,Hand of Death,6
1053,Adventure,11331,1958-10-07,The Old Man and the Sea,6
42140,Drama,287499,2014-10-04,"Margarita, with a Straw",6
15613,Drama,44629,2010-06-03,Animal Kingdom,6
45059,Family,51962,2010-06-03,My Good Enemy,6
38648,Crime,45341,2009-01-01,Metastases,6
2803,War,11541,1982-12-17,The Year of Living Dangerously,6
13712,Comedy,36460,1980-10-03,The Man With Bogart's Face,6
16385,Documentary,38409,2009-01-01,Erasing David,6
5912,Comedy,20639,1976-07-07,Gus,6
11214,Music,63848,1976-08-12,The Ritz,6
38734,Romance,317121,2015-02-14,All of My Heart,6
29799,Comedy,254470,2015-05-07,Pitch Perfect 2,6
39385,Horror,273645,2014-10-08,Manhole,6
15372,Comedy,10192,2010-05-16,Shrek Forever After,6
43370,Drama,117232,2010-05-16,Lady Blue Shanghai,6
14636,Drama,4286,1976-09-09,The Innocent,6
35912,Action,71918,2008-12-25,King,6
18191,Drama,38336,2008-12-25,Hipsters,6
13261,Thriller,141971,2008-12-26,Blackout,6
16465,Action,45284,2010-05-17,Outrage,6
24407,Family,218778,2014-10-08,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6
17899,Romance,70588,2010-05-17,The Myth of the American Sleepover,6
17047,Drama,54083,2010-05-17,Film Socialisme,6
16020,Drama,46332,2010-05-18,Of Gods and Men,6
32658,Drama,83052,2010-05-18,Young Girls in Black,6
20365,Comedy,33301,1976-09-01,Confessions of a Driving Instructor,6
15938,Drama,16271,1976-09-01,Massacre at Central High,6
14240,Comedy,18176,2008-01-17,Assassination of a High School President,6
32052,Drama,306758,2015-02-14,Somewhere Only We Know,6
12763,Documentary,16800,2008-01-18,Roman Polanski: Wanted and Desired,6
13239,Drama,14357,2008-01-18,The King of Ping Pong,6
13647,Comedy,16279,2008-01-18,The Great Buck Howard,6
30412,Drama,94066,1982-11-19,Smithereens,6
16568,Thriller,45202,2010-05-13,The Housemaid,6
16560,Drama,47909,2010-05-13,Poetry,6
20859,Foreign,64272,1980-09-14,War of the Shaolin Temple,6
19780,Horror,40343,1976-09-17,Death Weekend,6
20745,Documentary,44671,2010-05-14,Racing Dreams,6
35324,Comedy,36766,1976-08-27,Lottovoittaja UKK Turhapuro,6
15310,Comedy,37056,2010-05-14,Letters to Juliet,6
21837,Comedy,38093,2010-05-14,Just Wright,6
43841,Drama,62399,2009-01-01,Under New Management,6
5997,Thriller,32048,1982-11-19,Still of the Night,6
13778,Drama,18468,2008-01-18,Momma's Man,6
12810,Thriller,6687,2008-01-18,Transsiberian,6
30069,Drama,64100,1982-11-21,Hecate,6
27854,Drama,283235,2014-10-09,99 Homes,6
32503,Documentary,325263,2015-02-13,Journey to Space,6
15265,Adventure,9543,2010-05-19,Prince of Persia: The Sands of Time,6
5083,Fantasy,11333,1980-09-18,Super Fuzz,6
44862,Documentary,296834,2014-10-07,An Alternative Reality: The Football Manager Documentary,6
34262,Drama,62871,2010-05-20,A Distant Neighborhood,6
16077,Drama,38363,2010-05-20,Fair Game,6
2872,Comedy,38772,1980-09-19,Melvin and Howard,6
34511,Thriller,70044,2009-01-01,The Scouting Book for Boys,6
4919,Thriller,150,1982-12-07,48 Hrs.,6
36221,Thriller,351072,2014-10-06,Na Maloom Afraad,6
22668,Drama,27960,2009-01-01,I Saw the Sun,6
30521,Action,14565,2008-01-15,Love Lies Bleeding,6
4707,Horror,27958,1980-09-23,Cruising,6
12752,Drama,14349,2008-01-14,Sleepwalking,6
30134,Action,238713,2015-05-06,Spy,6
17553,Drama,46920,2010-05-21,La nostra vita,6
23771,Drama,37737,2010-05-21,Kites,6
5791,Comedy,171,1982-12-08,The Party 2,6
16799,Crime,45022,2010-05-21,Holy Rollers,6
16108,Comedy,38368,2010-05-21,Uncle Boonmee Who Can Recall His Past Lives,6
12328,Action,7191,2008-01-15,Cloverfield,6
16565,Drama,55151,2010-05-13,"Tuesday, After Christmas",6
35960,Comedy,334878,2015-05-06,Blind Date,6
6118,Horror,57447,1976-08-16,The House with Laughing Windows,6
37210,Family,50294,2010-05-19,Kooky,6
20111,Drama,41592,2010-05-19,StreetDance 3D,6
16123,Crime,43434,2010-05-19,Carlos,6
34885,Drama,52255,2010-05-19,"Bi, Don't Be Afraid",6
42339,Drama,128728,2008-01-17,The Friend,6
5910,Adventure,31916,1961-10-18,The Devil at 4 O'Clock,6
4672,Action,9660,1959-12-05,Operation Petticoat,6
39307,Horror,71503,1980-10-03,Cries in the Night,6
33875,Documentary,51270,2009-01-01,The Shift,6
17043,Action,62255,2010-05-20,Tracker,6
41214,Comedy,352334,2015-02-14,November Rule,6
13375,Thriller,141971,2008-12-26,Blackout,6
25108,Romance,43212,2010-05-20,My Dear Desperado,6
4051,Crime,6028,1980-09-19,The Mirror Crack'd,6
40161,Comedy,42290,1980-09-19,In the Pope's Eye,6
36213,Drama,266038,2015-05-06,Titli,6
28405,Action,44690,1976-08-25,J.D.'s Revenge,6
39265,Documentary,334670,2015-04-29,Gayby Baby,6
19181,Comedy,65997,2010-04-17,Vampires,6
37723,Documentary,42291,2010-04-17,The Buddha,6
12442,Thriller,8848,2008-02-28,The Bank Job,6
38547,Drama,42548,2010-03-01,The Secret Diaries of Miss Anne Lister,6
12424,Drama,12184,2008-02-28,The Other Boleyn Girl,6
4152,Comedy,11307,1982-08-13,The World According to Garp,6
12461,Action,14011,2008-02-26,Justice League: The New Frontier,6
25209,Documentary,147778,2014-10-17,Showrunners: The Art of Running a TV Show,6
13191,Comedy,14072,2008-12-11,Rab Ne Bana Di Jodi,6
12433,Comedy,23312,1977-01-01,Which Way Is Up?,6
14892,Family,12155,2010-03-03,Alice in Wonderland,6
4622,Horror,27346,1980-11-07,Maniac,6
30517,Documentary,333346,2015-04-24,The Emperor's New Clothes,6
16509,Mystery,99372,1961-06-30,The Naked Edge,6
15205,Drama,60677,2010-03-05,Kohtaamisia,6
25744,History,98010,1961-07-12,Francis of Assisi,6
42517,Drama,206899,1977-01-01,A Tale of Sorrow and Sadness,6
35488,History,43020,1961-06-16,The Colossus of Rhodes,6
3036,Action,15515,1958-12-05,The 7th Voyage of Sinbad,6
28167,Thriller,256912,2014-10-17,Lasa & Zabala,6
24123,Drama,244506,2014-10-17,Camp X-Ray,6
21361,Action,11614,1982-08-05,Bomber,6
33508,Drama,159474,1961-06-13,La viaccia,6
25870,Drama,66965,1959-12-28,Come Dance with Me!,6
30237,Drama,262311,2014-10-17,Cherry Tobacco,6
25523,Drama,243684,2014-10-17,"Men, Women & Children",6
28267,Drama,74822,1977-01-12,Judge Fayard Called the Sheriff,6
5420,Drama,32825,1961-06-15,Wild in the Country,6
32788,Comedy,80155,1977-01-01,Incognito from St.Petersburg,6
37103,Comedy,34144,2010-02-26,"Dear Guest, When Will You Leave?",6
13318,Adventure,2309,2008-12-11,Inkheart,6
16879,Action,41616,2010-02-26,Formosa Betrayed,6
34696,Comedy,65099,1980-06-06,Marta the Pious Woman,6
15556,Action,38022,1977-01-02,Amar Akbar Anthony,6
14872,Mystery,29427,2010-02-26,The Crazies,6
45117,Animation,72199,1977-01-01,Bobik Visiting Barbos,6
33712,Action,25655,2008-02-28,Triad Wars,6
8158,Horror,18196,1977-01-07,The Sentinel,6
984,Comedy,19186,1961-06-12,The Parent Trap,6
14101,Drama,12410,2008-12-11,Good,6
37541,Comedy,323315,2015-02-07,You're Ugly Too,6
13180,Comedy,25852,2008-12-12,Nothing Like the Holidays,6
14915,Drama,23169,2010-03-12,Remember Me,6
18408,Drama,28632,2009-01-10,Zen,6
26725,Crime,50697,1958-12-02,Nowhere to Go,6
43470,Comedy,49833,2010-03-12,Ay Lav Yu,6
8032,Drama,64868,1961-07-17,Greyfriars Bobby: The True Story of a Dog,6
6011,Action,19322,1982-08-26,Who Dares Wins,6
32147,Drama,79456,2010-03-12,Gone with the Pope,6
33069,Comedy,315841,2015-04-25,Ryuzo and the Seven Henchmen,6
30703,Adventure,49375,1980-06-19,Rough Cut,6
32968,Drama,82939,2010-03-12,Crab Trap,6
9878,Drama,34282,1961-07-25,Whistle Down the Wind,6
24960,Drama,13617,2008-02-15,The Man Who Loved Yngve,6
39459,Comedy,82776,1977-01-01,El ministro y yo,6
19945,Comedy,44594,2010-03-13,Barry Munday,6
16524,Documentary,52013,2010-03-12,Marwencol,6
17517,Drama,50004,2010-03-12,Paper Birds,6
24573,Drama,244563,2015-02-20,"Kumiko, the Treasure Hunter",6
4797,Drama,72277,1977-01-01,The Last Wave,6
40719,Drama,295886,2015-04-24,Brotherly Love,6
15951,Documentary,38124,2009-01-10,Tales From the Script,6
15934,Drama,16015,2008-02-22,Worlds Apart,6
19176,Drama,51794,2010-03-09,Five Minarets in New York,6
11963,Comedy,8669,2008-02-22,Charlie Bartlett,6
5797,Action,11564,1982-08-20,Class of 1984,6
4785,Action,16441,1982-08-20,The Beastmaster,6
6215,Comedy,21024,1980-06-13,Roadie,6
5640,Horror,47886,1982-08-23,Pieces,6
31173,War,38364,1958-12-04,The Square Peg,6
25368,Comedy,118802,1977-01-01,Il... Belpaese,6
24959,Drama,114750,2014-10-17,Dear White People,6
14894,War,22972,2010-03-11,Green Zone,6
29552,Horror,52702,1982-08-26,Superstition,6
43380,TV Movie,70086,1977-01-01,George Carlin - On Location at USC,6
17906,Documentary,113258,2010-03-12,Le jeu de la mort,6
34474,Drama,84249,1961-07-13,The Exiles,6
41752,Comedy,324440,2015-02-07,The Bunker,6
27665,Romance,272693,2015-02-20,The DUFF,6
18997,Documentary,44997,2010-02-19,Phyllis and Harold,6
5962,Comedy,8288,1982-07-16,A Midsummer Night's Sex Comedy,6
30095,Comedy,45210,1961-06-06,Striped Trip,6
30987,Romance,297462,2014-10-18,Old Fashioned,6
30426,Comedy,42293,2010-02-14,The Hairdresser,6
14909,Crime,26390,2009-01-16,Brooklyn's Finest,6
4702,Drama,32027,1980-05-23,Carny,6
5110,Adventure,15119,1980-11-11,Shogun Assassin,6
27782,Foreign,83297,1980-05-24,Crazy Thunder Road,6
5796,Action,39274,1982-07-23,The Challenge,6
17077,Drama,54524,2010-02-14,The Robber,6
28178,Documentary,217197,1980-11-10,Marilyn: The Untold Story,6
12472,Drama,12178,2008-03-07,Miss Pettigrew Lives for a Day,6
12473,Drama,14054,2008-03-07,Snow Angels,6
15843,Comedy,35219,2009-01-16,The Missing Person,6
4696,Drama,16121,1980-05-28,The Big Red One,6
13351,Drama,56816,2008-12-08,The Visitor,6
16336,Action,35138,2010-02-14,Little Big Soldier,6
20592,Comedy,35558,2010-02-14,StarStruck,6
18688,Drama,44246,2010-02-13,When We Leave,6
19952,Animation,81850,1982-07-03,Space Adventure Cobra,6
6010,Horror,47955,1982-07-07,White Dog,6
24114,Documentary,16091,2008-03-09,Aftermath: Population Zero,6
1996,Science Fiction,97,1982-07-09,Tron,6
14163,Drama,29134,2009-01-17,Amreeka,6
13555,Drama,8747,2008-03-08,The Black Balloon,6
16131,Action,46757,1961-06-06,The Last Sunset,6
13221,Comedy,10201,2008-12-09,Yes Man,6
15488,Drama,32395,2009-01-17,The Greatest,6
29625,Romance,250734,2015-04-23,Far from the Madding Crowd,6
34797,Drama,333886,2015-04-24,Lemonade,6
7908,Adventure,30876,1977-02-08,Last Cannibal World,6
7705,Drama,25495,1959-12-30,Our Man in Havana,6
6481,Drama,37451,1958-12-11,The Inn of the Sixth Happiness,6
18768,Action,64992,1982-07-14,Human Lanterns,6
14848,Comedy,32868,2009-01-17,The Vicious Kind,6
9603,Animation,16220,1977-02-09,Wizards,6
16800,Drama,24885,2008-03-07,Medicine for Melancholy,6
3497,Comedy,21879,1980-05-30,The Hollywood Knights,6
22890,Drama,153652,1961-06-07,The Mark,6
22892,Comedy,32930,2010-02-18,Bill Maher: '...But I'm Not Wrong',6
40086,Comedy,297399,2014-10-18,Artie Lange: The Stench of Failure,6
12490,Drama,8456,2008-03-04,Never Back Down,6
5564,Comedy,33670,1980-06-06,Up the Academy,6
26004,Drama,250225,2014-10-18,The Duke of Burgundy,6
5956,Science Fiction,20980,1982-08-01,Liquid Sky,6
14669,Comedy,148435,1958-12-08,Pekka ja Pätkä Suezilla,6
19943,Animation,61591,2010-02-18,Welcome to the Space Show,6
33816,Action,52441,2010-02-18,Parallel Life,6
15385,Crime,37414,2010-02-19,The Killer Inside Me,6
12444,Animation,12222,2008-03-03,Horton Hears a Who!,6
24690,Music,18434,2008-03-02,Crazy,6
4290,Action,20197,1982-08-04,Things Are Tough All Over,6
15690,Documentary,37259,2010-02-19,Blood Into Wine,6
30834,Comedy,75101,2008-03-01,Red Victoria,6
5983,Drama,42135,1982-08-05,Querelle,6
43709,Family,64765,1980-06-06,Love and Lies,6
40480,Comedy,62392,1961-07-26,Tammy Tell Me True,6
5118,Action,2371,1980-06-06,Teheran '43,6
25517,Comedy,52113,1982-07-31,Delitto sull'autostrada,6
15628,Adventure,23759,2010-02-15,Centurion,6
22897,Drama,111481,2010-02-16,Family tree,6
44615,Documentary,143322,1977-01-31,Word Is Out,6
8528,Romance,43101,1959-11-11,Picnic on the Grass,6
28261,Drama,318040,2015-02-07,Bizarre,6
20237,Documentary,63146,2010-02-16,Cleanflix,6
37902,Horror,298165,2014-10-18,He Took His Skin Off for Me,6
16844,Drama,55893,2010-02-18,Putty Hill,6
25464,Animation,32916,2010-02-16,Scooby-Doo! Abracadabra-Doo,6
17069,Comedy,43908,2010-02-17,Kosmos,6
3916,Drama,2623,1982-07-28,An Officer and a Gentleman,6
3221,Drama,10839,1977-01-29,Cross of Iron,6
13729,Comedy,8282,2008-03-05,Summer Hours,6
16101,Drama,38325,2010-02-17,How I Ended This Summer,6
14461,Drama,20764,2008-12-10,Sleep Dealer,6
13335,Drama,14410,2009-01-16,Notorious,6
15235,Action,31261,2010-02-16,Halo Legends,6
15564,Action,25335,2009-01-09,Hellsinki,6
17230,Documentary,70862,2010-03-13,American Grindhouse,6
14404,Drama,18930,1958-12-01,Murder by Contract,6
44940,Documentary,258514,2010-04-05,Van Gogh: Painted with Words,6
14929,Documentary,26430,2009-01-01,The Carter,6
8765,Comedy,11558,1976-12-03,Silver Streak,6
39967,Drama,71559,2010-04-08,Love Like Poison,6
31587,Drama,58714,2009-01-01,Due partite,6
13992,Drama,13752,2008-12-18,Max Manus: Man of War,6
12408,Comedy,8390,2008-02-08,"Definitely, Maybe",6
16593,Documentary,34767,2009-01-01,The White Stripes: Under Great White Northern Lights,6
37864,Comedy,336775,2014-10-15,All-Stars,6
13138,Horror,10900,2008-02-08,Surveillance,6
19465,Drama,52767,2010-04-08,The Hunter,6
34697,Adventure,140966,1980-07-14,Pirates of the 20th Century,6
5953,Comedy,8219,1982-09-29,Labyrinth of Passion,6
31649,Comedy,43200,2010-04-09,Basilicata coast to coast,6
18998,Action,35691,2010-04-09,Letters to God,6
24069,Adventure,57277,2010-04-03,Care Bears To the Rescue,6
43281,Comedy,41416,2010-04-02,Au Revoir Taipei,6
23061,Documentary,226247,2010-04-02,Beautiful Darling,6
15600,Drama,33195,2009-01-01,Triage,6
18962,Adventure,14400,2008-12-17,The Heir Apparent: Largo Winch,6
25857,Action,294652,2014-10-16,Son of a Gun,6
18153,Foreign,64983,1976-12-08,Barocco,6
38844,Comedy,56424,2010-03-31,Les Invités de mon père,6
41656,Science Fiction,136921,2010-04-01,Pixels,6
2129,Drama,21873,1980-07-11,My Bodyguard,6
26969,Comedy,34768,1961-08-16,The Honeymoon Machine,6
35093,Thriller,106155,1976-11-27,A Special Cop in Action,6
18234,Drama,56601,2010-04-01,The Perfect Game,6
37470,Documentary,347835,2015-02-20,The Real Miyagi,6
38700,Documentary,88865,2010-04-01,Queen of the Sun,6
29220,Drama,269148,2014-10-15,Samba,6
22993,Drama,8064,2008-02-09,Chiko,6
17285,Comedy,35688,2010-04-02,Why Did I Get Married Too?,6
42857,Drama,41520,2010-04-02,Chico Xavier,6
4994,Action,14475,1980-07-11,Used Cars,6
18247,Action,38264,2010-04-01,Fire of Conscience,6
12024,Action,6609,1976-11-25,Keoma,6
14015,Romance,18585,2008-02-08,The Ramen Girl,6
15157,Documentary,45615,2010-04-09,Reindeerspotting - Escape From Santaland,6
13482,Horror,13849,2008-02-07,The Cottage,6
19327,Drama,93934,1976-11-17,"Je, Tu, Il, Elle",6
24284,Action,227300,2014-10-14,Stretch,6
18722,Horror,42507,2010-04-15,Bestseller,6
5792,Mystery,73116,1982-10-01,Brimstone & Treacle,6
24769,Comedy,50400,2010-04-16,Mission London,6
5082,Comedy,4499,1980-10-27,"Pepi, Luci, Bom",6
1878,Horror,36599,1980-07-18,Prom Night,6
37376,Drama,334312,2015-04-29,The Tournament,6
44738,Drama,52039,2009-01-01,Don't Let Me Drown,6
11678,Drama,25062,1961-09-01,A Taste of Honey,6
14960,Crime,80595,1961-09-01,The Frightened City,6
5621,Drama,27016,1982-10-01,"Ladies and Gentlemen, the Fabulous Stains",6
43031,Comedy,227627,2008-02-07,El Viaje de la Nonna,6
6979,Drama,18904,1959-11-18,A Summer Place,6
2737,Horror,23761,1976-11-13,Alice Sweet Alice,6
17424,Comedy,38645,2009-01-01,And Then Came Lola,6
6009,Drama,11057,1982-09-24,Die weisse Rose,6
16140,Documentary,41999,2009-01-01,The Art of the Steal,6
12961,Drama,14643,2008-02-07,Boot Camp,6
5594,Horror,24740,1982-09-30,The Entity,6
38803,Mystery,84993,1982-09-30,Next of Kin,6
33452,Drama,336744,2015-04-29,Coin Locker Girl,6
13540,Drama,14637,2008-12-19,Nothing But the Truth,6
26495,Action,16997,2008-02-08,The Man Who Came Back,6
4704,Action,13612,1980-07-18,Cheech & Chong's Next Movie,6
21128,Drama,118998,1961-08-25,Ada,6
7084,Drama,37774,1976-11-18,The Last Tycoon,6
10615,Comedy,42234,1976-11-22,Dona Flor and Her Two Husbands,6
19281,Action,8266,2008-02-08,Female Agents,6
5054,Drama,22288,1980-07-18,Honeysuckle Rose,6
37969,Animation,32202,1982-10-01,Hey Good Lookin',6
17666,Drama,48289,2010-04-11,The Debt,6
27924,Thriller,72784,2014-10-14,The Loft,6
15197,Drama,36950,2010-04-14,You Don't Know Jack,6
15239,Drama,36801,2010-04-14,Cemetery Junction,6
14429,Drama,7860,2008-02-08,Lemon Tree,6
12599,Adventure,13001,2008-03-11,Stargate: The Ark of Truth,6
39382,Drama,324794,2015-02-09,The Blue Hour,6
19280,Drama,45792,2010-03-28,Amish Grace,6
5936,Horror,65300,1982-09-10,Endangered Species,6
13773,Horror,14451,2009-01-09,Dead Snow,6
29586,Adventure,63029,1976-12-23,Mr. Robinson,6
24007,Drama,25747,2008-02-14,Beautiful,6
16019,Romance,41211,2010-03-17,Heartbreaker,6
19618,Action,202973,1980-11-01,The Return of Frank Cannon,6
29257,Family,36696,2010-03-18,Space Dogs,6
44786,Comedy,63540,2009-01-08,To the Sea!,6
34284,Thriller,77745,2009-01-08,Zenda,6
14963,Action,31867,2010-03-18,Repo Men,6
20890,Action,45736,1976-12-22,Shaolin Temple,6
5969,War,42130,1982-09-16,The Night of the Shooting Stars,6
9594,Drama,59143,1976-12-21,Mikey and Nicky,6
14620,Fantasy,19901,2009-01-06,Daybreakers,6
15071,Drama,68987,2010-03-19,Cooking With Stella,6
14385,Drama,14834,2009-01-09,Not Easily Broken,6
12416,Adventure,8204,2008-02-14,The Spiderwick Chronicles,6
34246,Drama,139579,1980-06-30,Little Tragedies,6
19480,Action,17165,2008-12-13,Bleach the Movie: Fade to Black,6
17051,Mystery,55934,2010-03-13,Cold Weather,6
20366,Comedy,50076,1977-01-01,Confessions from a Holiday Camp,6
8520,Drama,30637,1958-12-01,Corridors of Blood,6
14498,Western,32634,1961-07-26,Two Rode Together,6
29970,Drama,283704,2014-10-16,Leopardi,6
30066,Crime,323517,2015-02-20,Badlapur,6
18104,Documentary,75311,2010-03-14,The People vs. George Lucas,6
16645,Comedy,104364,1976-12-21,Nickelodeon,6
35236,Documentary,338614,2015-04-25,Unbranded,6
17121,Fantasy,39410,1961-07-30,Mothra,6
12417,Music,8328,2008-02-14,Step Up 2: The Streets,6
33348,History,250230,2014-10-16,The Cut,6
3860,Adventure,11372,1976-12-24,The Eagle Has Landed,6
13756,Comedy,115306,2008-02-14,Ricky Rapper,6
4802,Horror,11033,1980-06-25,Dressed to Kill,6
39303,Drama,337965,2015-04-25,The Great Alone,6
13593,Action,15801,2008-12-12,What Doesn't Kill You,6
39292,Drama,35687,2010-03-19,"LSD: Love, Sex aur Dhokha",6
15828,Documentary,44992,2010-03-19,Hubble 3D,6
15054,Drama,27586,2010-03-19,The Runaways,6
13528,Animation,20529,2008-02-11,Sita Sings the Blues,6
15047,Documentary,52903,2010-03-26,Steam of Life,6
6514,Comedy,12268,1976-12-15,The Pink Panther Strikes Again,6
37021,Drama,88395,1959-11-13,Violent Summer,6
13993,Drama,22600,2008-02-11,Gangster's Paradise: Jerusalema,6
5970,Drama,42131,1982-09-23,The Night of Varennes,6
13968,Drama,38879,2008-12-17,The Beaches of Agnès,6
14907,Comedy,27583,2010-03-26,Greenberg,6
13401,Drama,7353,2008-02-10,Fireflies in the Garden,6
16096,Drama,65726,2008-02-09,Lake Tahoe,6
22573,Comedy,297560,1959-11-16,Το Ξύλο Βγήκε Από Τον Παράδεισο,6
15544,Comedy,35019,2010-03-26,Nanny McPhee and the Big Bang,6
43284,Comedy,54313,1976-12-14,I Am Self-Sufficient,6
12592,Comedy,16135,2008-12-17,Mister Lonely,6
5968,Adventure,79257,1982-09-23,Mother Lode,6
15499,Drama,22556,2008-12-17,The Yellow Handkerchief,6
17392,Drama,39840,2010-03-26,"If I Want to Whistle, I Whistle",6
33931,War,321303,2015-02-20,1944,6
3102,Thriller,38775,1961-08-15,Night Tide,6
18975,Comedy,140036,1976-12-17,Olympian Holiday,6
23538,Drama,1731,2009-01-06,Helen,6
22100,Comedy,31035,2010-03-19,A Somewhat Gentle Man,6
4815,Action,10649,1976-12-20,The Enforcer,6
5221,Drama,32037,1976-12-18,The Cassandra Crossing,6
1905,Fantasy,16084,1976-12-17,Freaky Friday,6
20405,Animation,13648,2008-02-13,Resident Evil: Degeneration,6
12756,Documentary,8847,2008-02-12,Standard Operating Procedure,6
22294,Comedy,42892,2010-03-26,Happy Family,6
15779,Action,37645,2010-03-23,22 Bullets,6
25549,Comedy,46127,2009-01-02,Sorority Wars,6
23290,Comedy,44269,2010-03-24,All That Glitters,6
17784,Drama,35125,1980-11-01,Taxi Zum Klo,6
2667,Fantasy,28501,1961-08-12,The Pit and the Pendulum,6
5945,Drama,28307,1982-09-17,Hammett,6
16547,Crime,47610,2010-03-24,Gravity,6
31184,Comedy,41993,2010-03-25,Love in a Puff,6
30257,Drama,334440,2014-10-16,The Judgement,6
36114,Drama,329004,2015-04-15,The Survivalist,6
45098,Animation,52803,2008-06-07,Sebastian's Voodoo,6
18096,Drama,36142,2009-11-27,The Dark House,6
17198,Horror,83587,2009-08-09,Zombie Girl: The Movie,6
25539,Adventure,181533,2014-12-17,Night at the Museum: Secret of the Tomb,6
35986,Drama,85268,1978-11-10,Cleopatra Wong,6
44593,Drama,84016,2009-08-09,The Portuguese Nun,6
27879,Documentary,42316,2009-08-10,The Referees,6
13017,Drama,14914,2008-09-07,Flash of Genius,6
27740,Horror,28770,1959-06-15,The Man Who Could Cheat Death,6
17259,Drama,37523,2009-08-08,Envy,6
5588,Drama,225,1981-07-27,Man of Iron,6
25835,Thriller,260346,2014-12-16,Taken 3,6
29833,Comedy,90879,1979-10-01,"Skatetown, U.S.A.",6
35012,Comedy,317953,2014-12-16,Spud 3: Learning to Fly,6
44872,Romance,332788,2015-03-20,Husband Factor,6
35412,Horror,45079,2009-08-12,4th Period Mystery,6
15414,Thriller,33913,2009-08-12,Tomorrow at Dawn,6
16899,Drama,44898,2009-08-12,The Time That Remains,6
14289,Documentary,63107,1979-10-01,¡Que Viva México!,6
14063,Adventure,18032,2008-09-06,The Secret of Moonacre,6
15563,Comedy,20007,1979-09-30,The Bugs Bunny/Road Runner Movie,6
13084,Action,4627,2008-09-07,Krabat and the Legend of the Satanic Mill,6
13967,Romance,24803,2009-08-06,Julie & Julia,6
13034,Thriller,13150,2008-09-09,Pride and Glory,6
38431,Drama,64834,1979-09-27,Operación Ogro,6
28175,Comedy,252838,2015-01-16,The Wedding Ringer,6
4287,Comedy,20075,1981-07-24,Nice Dreams,6
5595,Action,10863,1981-07-24,Eye of the Needle,6
29104,Action,53435,1979-09-28,"A Man, a Woman and a Bank",6
30348,Documentary,40090,2009-08-07,Dirt! The Movie,6
21664,Documentary,43065,2009-08-06,"Nightmares in Red, White and Blue",6
5421,Drama,10725,1981-07-24,Wolfen,6
17792,Drama,32958,2009-08-07,O Contador de Histórias,6
20780,Documentary,50221,2009-08-07,Mugabe and the White African,6
13936,Adventure,18635,2008-09-08,One Week,6
11540,Drama,27432,1978-11-14,Killer of Sheep,6
13646,Comedy,22152,2008-09-08,Lymelife,6
13977,Comedy,30250,2009-08-07,Cold Souls,6
22414,Documentary,44432,2008-09-08,The Dungeon Masters,6
38245,Comedy,26691,2009-08-12,Neuilly Yo Mama!,6
39116,Drama,375356,1981-08-05,Next Year If All Goes Well,6
45107,Animation,21044,2008-10-20,Surviving Sid,6
22894,Action,133715,1960-08-26,All the Young Men,6
4988,Drama,37230,1960-08-29,Saturday Night and Sunday Morning,6
9867,Drama,53939,1960-08-29,Sons and Lovers,6
17793,Drama,45806,2009-08-14,Nothing Personal,6
4576,Comedy,4484,1978-10-25,La Cage aux folles,6
22272,Action,20986,2008-09-06,Gurren Lagann The Movie: Childhood's End,6
27479,Comedy,305932,2014-12-12,Expelled,6
14024,Drama,24420,2009-08-14,The Time Traveler's Wife,6
12688,Western,37412,1959-06-10,Warlock,6
15379,Action,38780,2009-08-14,Rampage,6
31446,Drama,293625,2009-08-15,The Ritual,6
18375,Comedy,79896,2009-08-16,The Revenant,6
23761,Comedy,121234,1959-08-19,But Not For Me,6
8803,Comedy,54663,1979-10-05,Starting Over,6
25476,Drama,284296,2014-12-12,Top Five,6
35853,Drama,198890,1960-08-31,Madalena,6
13044,Comedy,11887,2008-10-22,High School Musical 3: Senior Year,6
5927,Comedy,34783,1959-08-18,I'm All Right Jack,6
20835,Comedy,19688,2008-09-06,Middle of Nowhere,6
25616,Drama,199155,1959-08-09,Face of Fire,6
3398,Action,17339,1978-11-01,Force 10 from Navarone,6
13974,Comedy,18126,2009-04-10,Hannah Montana: The Movie,6
10759,Comedy,11183,1978-11-01,French Fried Vacation,6
38554,Drama,99592,1960-08-19,I Aim at the Stars,6
28624,Action,241554,2015-03-11,Run All Night,6
14968,Horror,28355,2009-08-13,Case 39,6
602,Animation,11827,1981-08-07,Heavy Metal,6
7539,Comedy,42179,1979-10-01,Wise Blood,6
17112,Drama,49853,2009-08-13,Same Same But Different,6
29769,Drama,316715,2015-01-20,The Eichmann Show,6
22605,Action,11765,1979-10-02,The Riddle of the Sands,6
4195,War,17664,1959-06-11,The Horse Soldiers,6
15102,Drama,12411,2008-09-06,Disgrace,6
44795,Thriller,312174,2014-12-16,Unedited Footage of a Bear,6
25531,Drama,312497,2014-12-15,Ascension,6
30329,Animation,38248,2009-04-08,Technotise: Edit & I,6
13331,Drama,13825,2008-10-21,The Lazarus Project,6
15207,Thriller,34626,2009-08-06,Merantau,6
30479,Comedy,51912,1959-06-06,The Overtaxed,6
40785,Action,311146,2014-12-18,The Golden Cane Warrior,6
13745,Thriller,13975,2009-04-15,In the Electric Mist,6
